Model,permno,evtdate,cret,car,bhar,nrets,nrets_est
Market-Adjusted Model,12662,2022-02-24,-0.105563481,-0.052268189,-0.047690552,21,100
Market-Adjusted Model,12665,2022-02-24,-0.633398565,-0.874875722,-0.559095523,18,100
Market-Adjusted Model,12666,2022-02-24,-0.008280319,0.0483961452,0.0495926092,21,100
Market-Adjusted Model,12668,2022-02-24,0.4044198895,0.4182970097,0.462292818,21,100
Market-Adjusted Model,12672,2022-02-24,-0.000946179,0.0562270812,0.0569267494,21,100
Market-Adjusted Model,12673,2022-02-24,-0.044271218,0.0127618064,0.0136017108,21,100
Market-Adjusted Model,12675,2022-02-24,-0.033778591,0.0227800523,0.0240943374,21,100
Market-Adjusted Model,12676,2022-02-24,-0.026029085,0.0304313047,0.0318438431,21,100
Market-Adjusted Model,12680,2022-02-24,-0.253393665,-0.224208347,-0.195520737,21,100
Market-Adjusted Model,12681,2022-02-24,-0.03258738,0.0262276853,0.0252855482,21,100
Market-Adjusted Model,12684,2022-02-24,0.0877192982,0.1490113081,0.1455922268,21,100
Market-Adjusted Model,12690,2022-02-24,-0.244707875,-0.194905562,-0.186834946,21,100
Market-Adjusted Model,12693,2022-02-24,-0.01480395,0.0424824231,0.0430689783,21,100
Market-Adjusted Model,12697,2022-02-24,-0.137755102,-0.085359369,-0.079882174,21,100
Market-Adjusted Model,12699,2022-02-24,-0.272126816,-0.192420296,-0.214253888,21,100
Market-Adjusted Model,12717,2022-02-24,-0.036947791,0.0242874719,0.0209251374,21,100
Market-Adjusted Model,12728,2022-02-24,-0.896117185,-1.655807834,-0.851626019,17,100
Market-Adjusted Model,12741,2022-02-24,-0.033632628,0.0239519653,0.0242403003,21,100
Market-Adjusted Model,12745,2022-02-24,0.0414937759,0.1463608215,0.0993667045,21,100
Market-Adjusted Model,12747,2022-02-24,-0.003633721,0.0537849048,0.0542392076,21,100
Market-Adjusted Model,12748,2022-02-24,-0.054723078,0.0015580937,0.0031498504,21,100
Market-Adjusted Model,12751,2022-02-24,-0.125302501,-0.057960923,-0.067429572,21,100
Market-Adjusted Model,12753,2022-02-24,-0.018446232,0.0394613527,0.039426697,21,100
Market-Adjusted Model,12754,2022-02-24,-0.062582172,-0.001764899,-0.004709243,21,100
Market-Adjusted Model,12756,2022-02-24,-0.080821918,-0.016768217,-0.022948989,21,100
Market-Adjusted Model,12758,2022-02-24,0.6879659212,0.7404323603,0.7458388497,21,100
Market-Adjusted Model,12759,2022-02-24,0.0252873563,0.093132096,0.0831602848,21,100
Market-Adjusted Model,12781,2022-02-24,0.0796647345,0.1364325359,0.137537663,21,100
Market-Adjusted Model,12783,2022-02-24,0.0055463117,0.0655274634,0.0634192402,21,100
Market-Adjusted Model,12786,2022-02-24,0.2998204668,0.3499015999,0.3576933953,21,100
Market-Adjusted Model,12788,2022-02-24,0.4321266968,0.4455329704,0.4899996254,21,100
Market-Adjusted Model,12789,2022-02-24,-0.079803922,0.0212556921,-0.021930993,21,100
Market-Adjusted Model,12796,2022-02-24,-0.19511249,-0.129178561,-0.137239562,21,100
Market-Adjusted Model,12799,2022-02-24,-0.609967051,-0.751779879,-0.552094123,21,100
Market-Adjusted Model,12826,2022-02-24,-0.11057047,-0.055260972,-0.052697541,21,100
Market-Adjusted Model,12828,2022-02-24,-0.103,-0.048642443,-0.045127071,21,100
Market-Adjusted Model,12832,2022-02-24,-0.015751259,0.0410162671,0.042121669,21,100
Market-Adjusted Model,12839,2022-02-24,0.0413494714,0.1011169685,0.0992223999,21,100
Market-Adjusted Model,12840,2022-02-24,0.2162162162,0.2768104362,0.2740891447,21,100
Market-Adjusted Model,12841,2022-02-24,-0.096152028,-0.042328016,-0.038279099,21,100
Market-Adjusted Model,12842,2022-02-24,-0.074431967,-0.018092611,-0.016559038,21,100
Market-Adjusted Model,12844,2022-02-24,-0.129039088,-0.075228821,-0.07116616,21,100
Market-Adjusted Model,12847,2022-02-24,-0.07294683,-0.016887307,-0.015073902,21,100
Market-Adjusted Model,12852,2022-02-24,-0.081524878,-0.012911224,-0.02365195,21,100
Market-Adjusted Model,12867,2022-02-24,-0.133595529,-0.084019322,-0.0757226,21,100
Market-Adjusted Model,12868,2022-02-24,0.0256467761,0.0839032529,0.0835197047,21,100
Market-Adjusted Model,12870,2022-02-24,-0.003591897,0.053108072,0.0542810316,21,100
Market-Adjusted Model,12871,2022-02-24,0.0138888889,0.0792546124,0.0717618174,21,100
Market-Adjusted Model,12872,2022-02-24,-0.009882086,0.0509850517,0.0479908429,21,100
Market-Adjusted Model,12874,2022-02-24,-0.014710354,0.0420797264,0.0431625745,21,100
Market-Adjusted Model,12875,2022-02-24,-0.039084003,0.0193687377,0.0187889254,21,100
Market-Adjusted Model,12876,2022-02-24,-0.043565182,0.0151745523,0.0143077467,21,100
Market-Adjusted Model,12877,2022-02-24,-0.058510638,0.0066172926,-0.00063771,21,100
Market-Adjusted Model,12880,2022-02-24,-0.042891566,0.0343764919,0.0149813623,21,100
Market-Adjusted Model,12885,2022-02-24,0.0756668481,0.1321096852,0.1335397766,21,100
Market-Adjusted Model,12886,2022-02-24,-0.000886525,0.0666004781,0.0569864037,21,100
Market-Adjusted Model,12890,2022-02-24,-0.146031746,-0.090752149,-0.088158818,21,100
Market-Adjusted Model,12895,2022-02-24,0.0797282803,0.1350842114,0.1376012088,21,100
Market-Adjusted Model,12899,2022-02-24,-0.044274293,0.0121768708,0.0135986357,21,100
Market-Adjusted Model,12902,2022-02-24,-0.022691962,0.0342634407,0.0351809665,21,100
Market-Adjusted Model,12904,2022-02-24,-0.015172015,0.0416809343,0.042700914,21,100
Market-Adjusted Model,12905,2022-02-24,0.1431095758,0.2024844162,0.2009825044,21,100
Market-Adjusted Model,12912,2022-02-24,-0.145251397,-0.083813345,-0.087378468,21,100
Market-Adjusted Model,12913,2022-02-24,-0.08672,-0.01190949,-0.028847071,21,100
Market-Adjusted Model,12919,2022-02-24,0.0644210526,0.1234380488,0.1222939812,21,100
Market-Adjusted Model,12920,2022-02-24,-0.087048231,-0.030897134,-0.029175302,21,100
Market-Adjusted Model,12923,2022-02-24,-0.111492649,-0.053912545,-0.053619721,21,100
Market-Adjusted Model,12927,2022-02-24,0.0276080084,0.1137321782,0.0854809369,21,100
Market-Adjusted Model,12948,2022-02-24,-0.087966458,-0.029398255,-0.030093529,21,100
Market-Adjusted Model,12949,2022-02-24,-0.075166184,-0.018347221,-0.017293255,21,100
Market-Adjusted Model,12953,2022-02-24,-0.035858878,0.0222940033,0.0220140506,21,100
Market-Adjusted Model,12961,2022-02-24,-0.015873016,0.0670224564,0.0419999126,21,100
Market-Adjusted Model,12974,2022-02-24,0.0597526664,0.1162327041,0.117625595,21,100
Market-Adjusted Model,12975,2022-02-24,-0.046548563,0.0116340279,0.0113243652,21,100
Market-Adjusted Model,12978,2022-02-24,0.0609558993,0.1173625528,0.1188288278,21,100
Market-Adjusted Model,12979,2022-02-24,0.0275006939,0.0839657213,0.0853736224,21,100
Market-Adjusted Model,12980,2022-02-24,0.033264342,0.0897323261,0.0911372705,21,100
Market-Adjusted Model,12981,2022-02-24,-0.070175943,-0.009694818,-0.012303015,21,100
Market-Adjusted Model,12982,2022-02-24,0.2443181818,0.2892417372,0.3021911103,21,100
Market-Adjusted Model,12991,2022-02-24,0.0273672687,0.085433448,0.0852401973,21,100
Market-Adjusted Model,12994,2022-02-24,0.1491297185,0.2003227479,0.207002647,21,100
Market-Adjusted Model,12996,2022-02-24,-0.020068863,0.0366208849,0.0378040654,21,100
Market-Adjusted Model,12997,2022-02-24,0.0302736532,0.0903947386,0.0881465818,21,100
Market-Adjusted Model,12998,2022-02-24,-0.077136345,-0.017672718,-0.019263417,21,100
Market-Adjusted Model,12999,2022-02-24,0.0666902843,0.1257638967,0.1245632128,21,100
Market-Adjusted Model,13000,2022-02-24,0.085778781,0.1405839549,0.1436517096,21,100
Market-Adjusted Model,13001,2022-02-24,0.3328894807,0.3861016968,0.3907624092,21,100
Market-Adjusted Model,13002,2022-02-24,0.0627647285,0.1205124277,0.1206376571,21,100
Market-Adjusted Model,13006,2022-02-24,-0.021836506,0.0371251654,0.0360364224,21,100
Market-Adjusted Model,13007,2022-02-24,-0.080959774,-0.02261543,-0.023086846,21,100
Market-Adjusted Model,13016,2022-02-24,-0.058653831,-0.001495891,-0.000780902,21,100
Market-Adjusted Model,13019,2022-02-24,0.3167433156,0.3515169637,0.3746162441,21,100
Market-Adjusted Model,13023,2022-02-24,-0.080531862,-0.02510911,-0.022658933,21,100
Market-Adjusted Model,13024,2022-02-24,-0.028383858,0.0289690063,0.0294890706,21,100
Market-Adjusted Model,13025,2022-02-24,-0.046748291,0.010013022,0.0111246379,21,100
Market-Adjusted Model,13026,2022-02-24,-0.054220158,0.0025095871,0.0036527701,21,100
Market-Adjusted Model,13027,2022-02-24,-0.028582719,0.0291484951,0.0292902099,21,100
Market-Adjusted Model,13029,2022-02-24,-0.161130137,-0.108033948,-0.103257208,21,100
Market-Adjusted Model,13030,2022-02-24,0.4797555386,0.5370129219,0.5376284671,21,100
Market-Adjusted Model,13031,2022-02-24,-0.259970015,-0.199603668,-0.202097086,21,100
Market-Adjusted Model,13032,2022-02-24,0.1974366799,0.279499286,0.2553096084,21,100
Market-Adjusted Model,13033,2022-02-24,-0.040942303,0.0166118914,0.0169306257,21,100
Market-Adjusted Model,13034,2022-02-24,0.091500319,0.146981939,0.1493732476,21,100
Market-Adjusted Model,13035,2022-02-24,-0.086074387,-0.02718966,-0.028201459,21,100
Market-Adjusted Model,13038,2022-02-24,-0.144210906,-0.078633142,-0.086337978,21,100
Market-Adjusted Model,13046,2022-02-24,0.0554423025,0.1175670349,0.113315231,21,100
Market-Adjusted Model,13076,2022-02-24,-0.008206186,0.0512566091,0.049666743,21,100
Market-Adjusted Model,13079,2022-02-24,0.2610082645,0.3001561141,0.318881193,21,100
Market-Adjusted Model,13084,2022-02-24,0.0125,0.0835965817,0.0703729285,21,100
Market-Adjusted Model,13085,2022-02-24,-0.094483975,-0.029976134,-0.036611047,21,100
Market-Adjusted Model,13089,2022-02-24,-0.073777778,-0.013057836,-0.015904849,21,100
Market-Adjusted Model,13092,2022-02-24,-0.135921017,-0.08193563,-0.078048089,21,100
Market-Adjusted Model,13102,2022-02-24,0.0355441554,0.0954745134,0.0934170839,21,100
Market-Adjusted Model,13103,2022-02-24,-0.212753278,-0.162661957,-0.154880349,21,100
Market-Adjusted Model,13105,2022-02-24,0.2450676983,0.2836123113,0.3029406268,21,100
Market-Adjusted Model,13107,2022-02-24,-0.111111111,-0.004105637,-0.053238183,21,100
Market-Adjusted Model,13108,2022-02-24,-0.243134087,-0.199569491,-0.185261159,21,100
Market-Adjusted Model,13111,2022-02-24,-0.030549898,0.033376595,0.0273230304,21,100
Market-Adjusted Model,13114,2022-02-24,-0.169285565,-0.121888349,-0.111412636,21,100
Market-Adjusted Model,13116,2022-02-24,0.097275518,0.1607835631,0.1551484466,21,100
Market-Adjusted Model,13122,2022-02-24,-0.17799795,-0.12811786,-0.120125022,21,100
Market-Adjusted Model,13124,2022-02-24,0.22718509,0.2806160857,0.2850580185,21,100
Market-Adjusted Model,13126,2022-02-24,-0.080304414,-0.023954836,-0.022431485,21,100
Market-Adjusted Model,13129,2022-02-24,0.2597408207,0.2978524131,0.3176137493,21,100
Market-Adjusted Model,13130,2022-02-24,-0.010513022,0.0478454445,0.0473599067,21,100
Market-Adjusted Model,13131,2022-02-24,-0.05356698,0.0040095869,0.0043059485,21,100
Market-Adjusted Model,13132,2022-02-24,-0.097325435,-0.035819502,-0.039452507,21,100
Market-Adjusted Model,13137,2022-02-24,-0.005004936,0.0517183722,0.0528679926,21,100
Market-Adjusted Model,13138,2022-02-24,-0.003467034,0.0532323556,0.054405895,21,100
Market-Adjusted Model,13142,2022-02-24,-0.265222482,-0.214256437,-0.207349554,21,100
Market-Adjusted Model,13159,2022-02-24,-0.25388601,-0.210164222,-0.196013082,21,100
Market-Adjusted Model,13168,2022-02-24,-0.142142857,-0.075012931,-0.084269929,21,100
Market-Adjusted Model,13169,2022-02-24,0.0032822757,0.0615205524,0.0611552042,21,100
Market-Adjusted Model,13176,2022-02-24,-0.03684976,0.0195266506,0.0210231688,21,100
Market-Adjusted Model,13180,2022-02-24,0.112195122,0.1745710188,0.1700680505,21,100
Market-Adjusted Model,13181,2022-02-24,-0.071273179,-0.011888681,-0.013400251,21,100
Market-Adjusted Model,13182,2022-02-24,-0.066289347,-0.009280003,-0.008416419,21,100
Market-Adjusted Model,13188,2022-02-24,-0.056726246,0.0019827069,0.001146682,21,100
Market-Adjusted Model,13189,2022-02-24,-0.020534676,0.036932445,0.037338252,21,100
Market-Adjusted Model,13190,2022-02-24,-0.040330264,0.0167136209,0.0175426649,21,100
Market-Adjusted Model,13191,2022-02-24,0.1193692201,0.1660528558,0.1727932415,20,100
Market-Adjusted Model,13193,2022-02-24,0.0994517323,0.1546786195,0.1573246608,21,100
Market-Adjusted Model,13196,2022-02-24,0.0046656299,0.0738244461,0.0625385584,21,100
Market-Adjusted Model,13198,2022-02-24,-0.040185467,0.0180151729,0.017687462,21,100
Market-Adjusted Model,13201,2022-02-24,0.6607435757,0.662458355,0.7186165042,21,100
Market-Adjusted Model,13202,2022-02-24,-0.04379562,0.0571629807,0.0140773081,21,100
Market-Adjusted Model,13206,2022-02-24,-0.028242178,0.0332987559,0.0296307503,21,100
Market-Adjusted Model,13210,2022-02-24,-0.58608894,-0.62062602,-0.528216011,21,100
Market-Adjusted Model,13211,2022-02-24,-0.171510244,-0.118825172,-0.113637315,21,100
Market-Adjusted Model,13214,2022-02-24,-0.113424009,-0.057722421,-0.055551081,21,100
Market-Adjusted Model,13217,2022-02-24,-0.082761746,-0.024928012,-0.024888818,21,100
Market-Adjusted Model,13219,2022-02-24,-0.052496105,0.0082054361,0.005376824,21,100
Market-Adjusted Model,13220,2022-02-24,-0.048370214,0.0090152723,0.0095027143,21,100
Market-Adjusted Model,13221,2022-02-24,-0.039393591,0.0188853465,0.0184793372,21,100
Market-Adjusted Model,13228,2022-02-24,-0.059328142,-0.003500705,-0.001455213,21,100
Market-Adjusted Model,13229,2022-02-24,-0.185213222,-0.142209274,-0.127340294,21,100
Market-Adjusted Model,13230,2022-02-24,0.2082658023,0.2527018283,0.2661387308,21,100
Market-Adjusted Model,13233,2022-02-24,0.1762264151,0.2250128737,0.2340993436,21,100
Market-Adjusted Model,13234,2022-02-24,0.0580123633,0.115042743,0.1158852918,21,100
Market-Adjusted Model,13235,2022-02-24,0.0512820513,0.1092354539,0.1091549798,21,100
Market-Adjusted Model,13236,2022-02-24,0.0472270364,0.1058410524,0.1050999649,21,100
Market-Adjusted Model,13240,2022-02-24,-0.009282392,0.0476914801,0.0485905368,21,100
Market-Adjusted Model,13241,2022-02-24,-0.031168157,0.0254619152,0.0267047719,21,100
Market-Adjusted Model,13242,2022-02-24,-0.012770027,0.0440534315,0.0451029017,21,100
Market-Adjusted Model,13244,2022-02-24,0.2934723891,0.3244182513,0.3513453176,21,100
Market-Adjusted Model,13245,2022-02-24,-0.070026223,-0.013085506,-0.012153295,21,100
Market-Adjusted Model,13246,2022-02-24,-0.093756397,-0.0367964,-0.035883468,21,100
Market-Adjusted Model,13249,2022-02-24,-0.006176305,0.0603717978,0.0516966231,21,100
Market-Adjusted Model,13252,2022-02-24,-0.070465576,-0.013866497,-0.012592648,21,100
Market-Adjusted Model,13253,2022-02-24,0.627388535,0.574874292,0.6852614636,21,100
Market-Adjusted Model,13254,2022-02-24,-0.09354117,-0.040775332,-0.035668242,21,100
Market-Adjusted Model,13260,2022-02-24,-0.248688353,-0.21148367,-0.190815424,21,100
Market-Adjusted Model,13262,2022-02-24,-0.091075347,-0.012657388,-0.033202419,21,100
Market-Adjusted Model,13265,2022-02-24,0.1857142857,0.3105151198,0.2435872142,21,100
Market-Adjusted Model,13268,2022-02-24,-0.109679018,-0.056722673,-0.05180609,21,100
Market-Adjusted Model,13273,2022-02-24,-0.009046428,0.0478392267,0.0488265001,21,100
Market-Adjusted Model,13278,2022-02-24,-0.031560491,0.0287971539,0.0263124376,21,100
Market-Adjusted Model,13279,2022-02-24,-0.165454545,-0.10406096,-0.107581617,21,100
Market-Adjusted Model,13284,2022-02-24,-0.00586318,0.0547022067,0.0520097483,21,100
Market-Adjusted Model,13286,2022-02-24,-0.037064385,0.0323748085,0.0208085432,21,100
Market-Adjusted Model,13293,2022-02-24,-0.074231862,-0.016384318,-0.016358933,21,100
Market-Adjusted Model,13296,2022-02-24,-0.099919163,-0.046910553,-0.042046235,21,100
Market-Adjusted Model,13300,2022-02-24,-0.022890964,0.0336800412,0.0349819646,21,100
Market-Adjusted Model,13301,2022-02-24,0.0526598603,0.1250201777,0.1105327888,21,100
Market-Adjusted Model,13302,2022-02-24,-0.117435557,-0.057928351,-0.059562628,21,100
Market-Adjusted Model,13303,2022-02-24,0.042519685,0.1120938024,0.1003926136,21,100
Market-Adjusted Model,13305,2022-02-24,0.060849299,0.1306749115,0.1187222275,21,100
Market-Adjusted Model,13308,2022-02-24,-0.018647895,0.0380289953,0.0392250335,21,100
Market-Adjusted Model,13310,2022-02-24,0.1635994578,0.2155413262,0.2214723863,21,100
Market-Adjusted Model,13315,2022-02-24,-0.234541578,-0.185612899,-0.176668649,21,100
Market-Adjusted Model,13316,2022-02-24,0.0044315614,0.072325133,0.0712029119,10,100
Market-Adjusted Model,13318,2022-02-24,-0.050461361,0.0118210992,0.0074115675,21,100
Market-Adjusted Model,13321,2022-02-24,-0.0752,-0.017813575,-0.017327071,21,100
Market-Adjusted Model,13322,2022-02-24,-0.089549815,-0.036120383,-0.031676887,21,100
Market-Adjusted Model,13323,2022-02-24,0.236816609,0.3098277909,0.2946895375,21,100
Market-Adjusted Model,13324,2022-02-24,-0.139423077,-0.083572173,-0.081550148,21,100
Market-Adjusted Model,13325,2022-02-24,0.1239092496,0.1997947087,0.1817821781,21,100
Market-Adjusted Model,13326,2022-02-24,-0.018105616,0.0475626715,0.0397673124,21,100
Market-Adjusted Model,13328,2022-02-24,-0.100925926,-0.021636733,-0.043052997,21,100
Market-Adjusted Model,13332,2022-02-24,0.0314026518,0.0899384338,0.0892755803,21,100
Market-Adjusted Model,13337,2022-02-24,0.2753396029,0.3136089569,0.3332125314,21,100
Market-Adjusted Model,13341,2022-02-24,0.023332488,0.0818172146,0.0812054165,21,100
Market-Adjusted Model,13343,2022-02-24,0.5319426336,0.5019762979,0.5898155622,21,100
Market-Adjusted Model,13344,2022-02-24,-0.0380398,0.0195022637,0.0198331289,21,100
Market-Adjusted Model,13345,2022-02-24,-0.063872734,-0.008632188,-0.005999806,21,100
Market-Adjusted Model,13348,2022-02-24,-0.028191347,0.0284073828,0.0296815815,21,100
Market-Adjusted Model,13350,2022-02-24,-0.266666667,-0.17114868,-0.208793738,21,100
Market-Adjusted Model,13351,2022-02-24,-0.043574198,0.014218318,0.0142987309,21,100
Market-Adjusted Model,13353,2022-02-24,0.1500109653,0.1985917062,0.2078838939,21,100
Market-Adjusted Model,13356,2022-02-24,-0.075790863,-0.016793912,-0.017917934,21,100
Market-Adjusted Model,13357,2022-02-24,-0.061791567,-0.005918856,-0.003918639,21,100
Market-Adjusted Model,13360,2022-02-24,0.0600706714,0.1158692137,0.1179435999,21,100
Market-Adjusted Model,13361,2022-02-24,-0.029880041,0.0267697356,0.0279928874,21,100
Market-Adjusted Model,13364,2022-02-24,-0.041719705,0.0148620705,0.0161532233,21,100
Market-Adjusted Model,13366,2022-02-24,0.2076502732,0.2515813228,0.2655232017,21,100
Market-Adjusted Model,13369,2022-02-24,0.3275862069,0.3683390586,0.3854591354,21,100
Market-Adjusted Model,13375,2022-02-24,-0.023364486,0.0415044721,0.0345084425,21,100
Market-Adjusted Model,13376,2022-02-24,0.0431654676,0.1213406314,0.1010383961,21,98
Market-Adjusted Model,13379,2022-02-24,0.0554677755,0.1232053555,0.113340704,21,100
Market-Adjusted Model,13380,2022-02-24,0.007199424,0.064931302,0.0650723526,21,100
Market-Adjusted Model,13382,2022-02-24,-0.081476949,-0.021046659,-0.023604021,21,100
Market-Adjusted Model,13386,2022-02-24,-0.098939143,-0.046421062,-0.041066214,21,100
Market-Adjusted Model,13387,2022-02-24,-0.029945799,0.0269512766,0.0279271292,21,100
Market-Adjusted Model,13393,2022-02-24,-0.064198539,-0.008067777,-0.006325611,21,100
Market-Adjusted Model,13395,2022-02-24,0.12567286,0.1789325856,0.1835457885,21,100
Market-Adjusted Model,13399,2022-02-24,-0.08033033,-0.015426752,-0.022457402,21,100
Market-Adjusted Model,13401,2022-02-24,-0.131979695,-0.081107921,-0.074106767,21,100
